B40電流,ビーム電流,GL電流,コメント,時刻,mainGas設定値(cc/min),mainGasモニター(cc/min),supportGas設定,supportGasモニター,Iecrモニター(mA),Vecr設定値(KV),V_ecrモニター(KV),I_biasモニター(mA),V_bias設定値(V),V_biasモニター(V),ｺｲﾙ1電流設定値(A),ｺｲﾙ2電流設定値(A),ｺｲﾙ3電流設定値(A),ｺｲﾙ4電流設定値(A),ｺｲﾙ5電流設定値(A),ｺｲﾙ6電流設定値(A),ｺｲﾙ7電流設定値(A),ｺｲﾙ8電流設定値(A),ｺｲﾙ1電流モニター(A),ｺｲﾙ2電流モニター(A),ｺｲﾙ3電流モニター(A),ｺｲﾙ4電流モニター(A),ｺｲﾙ5電流モニター(A),ｺｲﾙ6電流モニター(A),ｺｲﾙ7電流モニター(A),ｺｲﾙ8電流モニター(A),Pf(W),Pｒ(W),6極冷却水流量(l/min),6極冷却水温度(℃),2nd冷却水流量(l/min),2nd冷却水温度(℃),真空度1,真空度2,真空度3,gas_old設定,gas_oldモニター
2.184000,-5.925277E-09,49.846000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.184000,-6.554004E-09,49.846000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.200000,-5.334654E-09,50.076000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.202000,-7.25894E-09,50.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.207000,-4.820241E-09,50.461000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.217000,-6.020538E-09,50.461000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.217000,-6.76358E-09,50.846000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.230000,-5.54423E-09,51.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.230000,-6.76358E-09,51.230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.230000,-7.201783E-09,51.230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.243000,-7.297045E-09,51.461000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.253000,-8.306819E-09,51.615000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.253000,-8.287766E-09,51.615000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.258000,-8.764075E-09,51.615000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.269000,-9.087965E-09,52.153000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.276000,-8.611656E-09,52.230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.282000,-8.668813E-09,52.230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.289000,-1.072647E-08,52.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.289000,-1.160287E-08,52.538000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.297000,-9.716692E-09,52.692000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.305000,-9.697639E-09,53.076000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.310000,-1.291748E-08,53.076000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.320000,-1.261265E-08,53.230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.320000,-1.293654E-08,53.230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.333000,-1.236497E-08,53.615000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.335000,-1.531808E-08,53.846000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.343000,-1.501324E-08,53.923000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.346000,-1.411778E-08,54.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.346000,-1.472746E-08,54.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.361000,-1.207918E-08,54.461000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.366000,-1.124088E-08,54.461000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.374000,-8.459238E-09,54.538000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.376000,-9.030808E-09,54.846000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.384000,-1.244118E-08,55.076000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.389000,-1.543239E-08,55.076000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.397000,-1.966201E-08,55.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.402000,-2.537771E-08,55.461000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.410000,-3.326538E-08,55.615000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.412000,-3.983844E-08,55.846000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.415000,-5.582335E-08,56.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.428000,-7.272277E-08,56.076000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.430000,-9.659535E-08,56.230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.438000,-1.050165E-07,56.230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.441000,-1.115895E-07,56.538000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.451000,-1.227923E-07,56.769000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.453000,-1.286033E-07,56.846000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.464000,-1.34338E-07,56.846000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.466000,-1.425877E-07,57.153000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.476000,-1.396346E-07,57.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.479000,-1.285271E-07,57.538000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.487000,-8.743117E-08,57.615000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.489000,-7.438032E-08,57.923000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.497000,-6.988397E-08,58.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.497000,-6.691181E-08,58.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.510000,-7.234172E-08,58.230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.517000,-7.142721E-08,58.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.523000,-6.778821E-08,58.461000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.528000,-6.125326E-08,58.692000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.538000,-6.317755E-08,58.846000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.541000,-5.810963E-08,59.076000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.543000,-5.852878E-08,59.230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.553000,-5.742374E-08,59.384000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.556000,-5.485168E-08,59.538000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.561000,-3.442757E-08,59.615000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.571000,4.759274E-08,59.769000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.574000,1.17572E-07,59.923000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.584000,3.659763E-07,60.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.587000,1.384629E-06,60.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.594000,3.78328E-06,60.384000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.597000,5.560767E-06,60.615000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.607000,6.769009E-06,60.692000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.612000,6.384133E-06,60.923000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.617000,3.972965E-06,61.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.625000,3.052813E-06,61.230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.630000,1.160116E-06,61.384000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.635000,4.208852E-07,61.538000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.641000,2.321718E-07,61.615000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.648000,5.226056E-08,61.769000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.651000,8.078191E-09,61.923000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.664000,-2.316764E-08,62.076000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.664000,-3.566597E-08,62.230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.674000,-4.597329E-08,62.384000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.679000,-5.447063E-08,62.615000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.687000,-5.612818E-08,62.692000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.689000,-5.877646E-08,62.846000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.697000,-5.448968E-08,63.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.702000,-4.785947E-08,63.230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.705000,-4.069579E-08,63.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.715000,-3.475146E-08,63.461000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.723000,-2.979785E-08,63.615000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.725000,-3.128394E-08,63.769000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.730000,-3.212224E-08,63.923000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.741000,-3.397032E-08,64.230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.743000,-3.606607E-08,64.230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.753000,-3.903824E-08,64.384000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.758000,-4.098158E-08,64.461000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.764000,-4.250576E-08,64.692000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.766000,-4.136262E-08,64.923000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.776000,-4.094347E-08,65.076000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.779000,-3.875245E-08,65.230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.782000,-3.79332E-08,65.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.794000,-3.648522E-08,65.384000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.794000,-2.995027E-08,65.538000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.805000,-2.318669E-08,65.692000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.812000,-1.99859E-08,65.923000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.817000,-1.808067E-08,66.076000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.817000,-1.360337E-08,66.230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.830000,-1.202202E-08,66.384000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.833000,-1.078362E-08,66.615000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.843000,-1.162193E-08,66.615000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.848000,-9.62143E-09,66.846000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.851000,-1.166003E-08,67.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.856000,-1.082173E-08,67.153000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.864000,-8.573552E-09,67.384000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.874000,-8.630709E-09,67.461000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.874000,-7.792406E-09,67.538000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.887000,-7.716196E-09,67.769000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.889000,-7.525673E-09,68.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.894000,-8.935546E-09,68.076000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.900000,-6.630213E-09,68.230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.907000,-6.935051E-09,68.461000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.912000,-7.754301E-09,68.538000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.917000,-5.54423E-09,68.692000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.925000,-7.33515E-09,68.923000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.925000,-7.430411E-09,69.076000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.938000,-8.1544E-09,69.153000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.941000,-9.145122E-09,69.384000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.951000,-6.954103E-09,69.384000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.953000,-8.592604E-09,69.615000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.964000,-7.25894E-09,69.769000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.964000,-7.316097E-09,70.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.976000,-7.90672E-09,70.076000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.976000,-6.954103E-09,70.076000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.987000,-7.430411E-09,70.384000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.989000,-7.754301E-09,70.538000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.000000,-6.306323E-09,70.692000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.002000,-6.077695E-09,70.846000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.007000,-4.953608E-09,71.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.015000,-6.744527E-09,71.076000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.023000,-6.287271E-09,71.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.028000,-7.697144E-09,71.461000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.030000,-6.801684E-09,71.615000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.041000,-5.79191E-09,71.769000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.043000,-8.249662E-09,71.923000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.053000,-5.734753E-09,72.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.056000,-5.772858E-09,72.230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.064000,-6.477795E-09,72.384000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.069000,-6.839789E-09,72.538000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.074000,-7.33515E-09,72.692000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.082000,-5.448968E-09,72.923000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.089000,-5.582335E-09,73.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.092000,-6.096748E-09,73.153000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.102000,-6.211062E-09,73.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.105000,-5.944329E-09,73.538000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.112000,-6.211062E-09,73.692000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.115000,-6.382533E-09,73.846000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.123000,-6.649266E-09,73.923000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.130000,-7.868615E-09,74.076000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.135000,-6.1158E-09,74.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.138000,-6.915998E-09,74.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.148000,-5.182236E-09,74.538000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.151000,-7.087469E-09,74.692000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.158000,-6.858841E-09,74.846000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.164000,-8.554499E-09,75.076000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.171000,-6.020538E-09,75.153000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.179000,-7.90672E-09,75.307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.184000,-5.525178E-09,75.461000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.187000,-7.297045E-09,75.615000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.194000,-4.210566E-09,75.769000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.202000,-6.973155E-09,76.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.205000,-5.944329E-09,76.076000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.215000,-7.201783E-09,76.230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.217000,-6.592109E-09,76.384000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.223000,-4.705927E-09,76.538000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.230000,-8.268714E-09,76.769000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.241000,-8.821232E-09,76.769000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.246000,-6.782632E-09,77.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.248000,-6.153905E-09,77.153000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.253000,-7.90672E-09,77.384000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.258000,-8.421133E-09,77.538000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.269000,-6.915998E-09,77.615000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.274000,-6.573056E-09,77.692000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.282000,-8.764075E-09,77.846000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.284000,-8.287766E-09,78.076000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
